10:57:23.175 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.ElectronicStoreApplicationTests], using SpringBootContextLoader
16:30:32.221 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
16:30:32.419 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
16:30:32.466 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@180da663, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@a43ce46, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@340da44c, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@424ebba3, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@37052337, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2320fa6f, org.springframework.test.context.transaction.TransactionalTestExecutionListener@7a560583, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@4d722ac9, org.springframework.test.context.event.EventPublishingTestExecutionListener@53f0a4cb, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@77a7cf58, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@3d97a632, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@616fe72b, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@37efd131, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@7e7b159b, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7e5d9a50]
16:30:33.275 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 24432 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
16:30:33.280 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
16:30:33.294 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
16:30:35.503 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
16:30:35.639 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 116 ms. Found 3 JPA repository interfaces.
16:30:39.646 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
16:30:39.821 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
16:30:39.897 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
16:30:40.271 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
16:30:41.105 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
16:30:41.133 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
16:30:42.217 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
16:30:42.231 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
16:30:43.763 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
16:30:44.903 INFO  c.h.e.store.service.UserServiceTest - Started UserServiceTest in 12.332 seconds (JVM running for 15.742)
16:30:45.022 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for delete user to dao call 1 
16:30:45.027 INFO  c.h.e.s.service.impl.UserServiceImpl - User image not found in folder...!!
16:30:45.032 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for deleted user from dao call com.happytech.electronic.store.model.User@5032b2e 
16:30:45.125 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
16:30:45.134 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
16:30:45.524 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
16:33:32.523 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
16:33:32.531 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
16:33:32.533 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
16:33:32.702 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
16:33:32.880 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
16:33:32.912 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7a560583, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4d722ac9, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@53f0a4cb, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@77a7cf58, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3d97a632, org.springframework.test.context.support.DirtiesContextTestExecutionListener@616fe72b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@37efd131, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7e7b159b, org.springframework.test.context.event.EventPublishingTestExecutionListener@7e5d9a50, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@60957c0f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@293a5f75, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@fcb4004, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1dd6d4b7, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@56e8b606, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@2dd29a59]
16:33:33.488 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 30756 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
16:33:33.489 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
16:33:33.501 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
16:33:35.685 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
16:33:36.006 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 262 ms. Found 3 JPA repository interfaces.
16:33:39.021 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
16:33:39.343 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
16:33:39.498 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
16:33:40.139 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
16:33:41.057 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
16:33:41.088 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
16:33:41.954 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
16:33:41.968 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
16:33:43.804 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
16:33:45.664 INFO  c.h.e.store.service.UserServiceTest - Started UserServiceTest in 12.666 seconds (JVM running for 15.201)
16:33:45.844 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for delete user to dao call 1 
16:33:45.885 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for deleted user from dao call com.happytech.electronic.store.model.User@1ebb36df 
16:33:46.087 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
16:33:46.097 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
16:33:46.209 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
16:34:34.637 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
16:34:34.655 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
16:34:34.657 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
16:34:34.852 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
16:34:34.978 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
16:34:35.003 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@52d645b1, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2101b44a, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@2cc3ad05, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@710b18a6, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@119020fb, org.springframework.test.context.support.DirtiesContextTestExecutionListener@3d9f6567, org.springframework.test.context.transaction.TransactionalTestExecutionListener@c055c54, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@25e2ab5a, org.springframework.test.context.event.EventPublishingTestExecutionListener@35e5d0e5, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@73173f63, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@55562aa9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@655ef322, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@7e276594, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3401a114, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@5066d65f]
16:34:35.523 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 11452 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
16:34:35.524 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
16:34:35.542 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
16:34:36.684 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
16:34:36.787 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 87 ms. Found 3 JPA repository interfaces.
16:34:38.659 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
16:34:38.769 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
16:34:38.848 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
16:34:39.184 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
16:34:39.874 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
16:34:39.905 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
16:34:40.954 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
16:34:40.968 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
16:34:42.231 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
16:34:43.426 INFO  c.h.e.store.service.UserServiceTest - Started UserServiceTest in 8.37 seconds (JVM running for 10.695)
16:34:43.568 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for delete user to dao call 1 
16:34:43.577 INFO  c.h.e.s.service.impl.UserServiceImpl - User image not found in folder...!!
16:34:43.581 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for deleted user from dao call com.happytech.electronic.store.model.User@12d8e6b6 
16:34:43.714 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
16:34:43.721 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
16:34:43.747 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
16:36:11.688 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
16:36:11.713 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
16:36:11.714 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
16:36:11.983 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
16:36:12.143 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
16:36:12.183 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@4b45dcb8, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7216fb24, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@2072acb2, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@50ecde95, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@35a9782c, org.springframework.test.context.support.DirtiesContextTestExecutionListener@70a36a66, org.springframework.test.context.transaction.TransactionalTestExecutionListener@45815ffc, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@732f29af, org.springframework.test.context.event.EventPublishingTestExecutionListener@d3957fe, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6622fc65, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@299321e2, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@23fb172e, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@64ba3208, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@158a3b2e, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@25a6944c]
16:36:12.905 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
16:36:12.906 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 11224 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
16:36:12.907 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
16:36:14.443 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
16:36:14.559 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 100 ms. Found 3 JPA repository interfaces.
16:36:16.522 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
16:36:16.631 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
16:36:16.690 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
16:36:16.966 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
16:36:17.548 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
16:36:17.571 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
16:36:18.484 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
16:36:18.494 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
16:36:19.910 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
16:36:21.042 INFO  c.h.e.store.service.UserServiceTest - Started UserServiceTest in 8.758 seconds (JVM running for 11.652)
16:36:21.169 INFO  c.h.e.s.service.impl.UserServiceImpl - Initiating request for delete user to dao call 1 
16:36:21.182 INFO  c.h.e.s.service.impl.UserServiceImpl - completed request for deleted user from dao call com.happytech.electronic.store.model.User@79e28671 
16:36:21.257 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
16:36:21.266 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
16:36:21.310 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
16:39:31.578 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.happytech.electronic.store.service.UserServiceTest], using SpringBootContextLoader
16:39:31.605 INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.happytech.electronic.store.service.UserServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
16:39:31.607 INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.happytech.electronic.store.service.UserServiceTest]: UserServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
16:39:31.879 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.happytech.electronic.store.ElectronicStoreApplication for test class com.happytech.electronic.store.service.UserServiceTest
16:39:32.058 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
16:39:32.092 INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7966baa7, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@60975100, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1253e7cb, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2d36e77e, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@61c9c3fd, org.springframework.test.context.support.DirtiesContextTestExecutionListener@3b0c9195, org.springframework.test.context.transaction.TransactionalTestExecutionListener@366c4480, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2c7b5824, org.springframework.test.context.event.EventPublishingTestExecutionListener@302a07d, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@5cdd09b1, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@8c11eee, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@7e8dcdaa, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@681a8b4e, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@5cbe877d, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@5c08c46a]
16:39:32.817 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
16:39:32.818 INFO  c.h.e.store.service.UserServiceTest - Starting UserServiceTest using Java 19.0.1 on DELL with PID 31188 (started by patil in D:\Intellige_workspace\Electronic store\Electronic-store)
16:39:32.819 INFO  c.h.e.store.service.UserServiceTest - The following 1 profile is active: "dev"
16:39:34.542 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
16:39:34.909 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 193 ms. Found 3 JPA repository interfaces.
16:39:37.627 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
16:39:37.760 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
16:39:37.828 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
16:39:38.181 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
16:39:38.909 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
16:39:38.934 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
16:39:39.983 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
16:39:40.000 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
